movieId,imdbId,tmdbId,original_title
2723,132347,9824.0,Mystery Men
2724,163187,4806.0,Runaway Bride
2725,162830,33430.0,Twin Falls Idaho
2726,49406,247.0,The Killing
2727,48254,10056.0,Killer's Kiss
2728,54331,967.0,Spartacus
2729,56193,802.0,Lolita
2730,72684,3175.0,Barry Lyndon
2731,53198,147.0,Les Quatre Cents Coups
2732,55032,1628.0,Jules et Jim
2733,96378,21185.0,Vibes
2734,91557,11120.0,The Mosquito Coast
2735,91129,10136.0,The Golden Child
2736,90774,32060.0,Brighton Beach Memoirs
2738,90886,48259.0,Crimes of the Heart
2739,88939,873.0,The Color Purple
2741,91637,26789.0,No Mercy
2745,91530,11416.0,The Mission
2746,91419,10776.0,Little Shop of Horrors
2747,54033,24452.0,The Little Shop of Horrors
2748,92534,9710.0,Allan Quatermain and the Lost City of Gold
2749,91554,31924.0,The Morning After
2750,93818,30890.0,Radio Days
2751,93051,24081.0,From the Hip
2752,93690,20242.0,Outrageous Fortune
2753,92627,39074.0,The Bedroom Window
2754,92850,66194.0,Deadtime Stories
2755,93415,2115.0,Light of Day
2757,83967,3526.0,Frances
2758,89816,41166.0,Plenty
2759,144168,16406.0,Dick
2761,129167,10386.0,The Iron Giant
2762,167404,745.0,The Sixth Sense
2763,155267,913.0,The Thomas Crown Affair
2764,63688,912.0,The Thomas Crown Affair
2766,168449,67323.0,The Adventures of Sebastian Cole
2767,120709,91076.0,Illuminata
2769,138946,19457.0,The Yards
2770,131325,11353.0,Bowfinger
2771,120620,17707.0,Brokedown Palace
2772,165710,9781.0,Detroit Rock City
2774,168987,18212.0,Better Than Chocolate
2775,138487,13817.0,Head On
2776,119614,126996.0,"Marcello Mastroianni: mi ricordo, sì, io mi ricordo"
2779,77663,12185.0,Heaven Can Wait
2780,57449,29056.0,The Raven
2781,53363,26857.0,The Tingler
2782,55304,28501.0,The Pit and the Pendulum
2783,59821,29030.0,The Tomb of Ligeia
2784,58333,25319.0,The Masque of the Red Death
2786,91178,24103.0,Haunted Honeymoon
2787,88889,10552.0,Cat's Eye
2788,66765,9267.0,And Now for Something Completely Different
2789,77394,10766.0,Damien: Omen II
2790,82377,10768.0,Omen III: The Final Conflict
2791,80339,813.0,Airplane!
2792,83530,2665.0,Airplane II: The Sequel
2793,118604,9406.0,An American Werewolf in Paris
2794,89670,11418.0,National Lampoon’s European Vacation
2795,85995,11153.0,National Lampoon's Vacation
2796,95188,14170.0,Funny Farm
2797,94737,2280.0,Big
2798,100419,11077.0,Problem Child
2799,102719,28597.0,Problem Child 2
2800,104740,22611.0,Little Nemo: Adventures In Slumberland
2801,119843,39780.0,Oscar and Lucinda
2802,96244,10396.0,Tequila Sunrise
2803,107798,9944.0,The Pelican Brief
2804,85334,850.0,A Christmas Story
2805,130121,10154.0,Mickey Blue Eyes
2806,133046,10342.0,Teaching Mrs. Tingle
2807,176269,10366.0,Universal Soldier: The Return
2808,105698,9349.0,Universal Soldier
2809,188863,15122.0,Love Stinks
2810,156887,10494.0,パーフェクトブルー
2812,160401,22314.0,In Too Deep
2815,91278,11037.0,Iron Eagle
2816,95382,11955.0,Iron Eagle II
2817,103617,2038.0,Iron Eagle III
2819,73802,11963.0,Three Days of the Condor
2820,58175,141489.0,Hamlet from the Lunt-Fontanne Theatre
2822,104839,9096.0,Medicine Man
2824,181733,113273.0,On the Ropes
2826,120657,1911.0,The 13th Warrior
2827,138304,2900.0,The Astronaut's Wife
2828,160236,17709.0,Dudley Do-Right
2829,164108,37718.0,The Muse
2832,144286,30964.0,The Lost Son
2835,163579,2162.0,Chill Factor
2836,125971,14578.0,Outside Providence
2837,126810,40694.0,Bedrooms and Hallways
2839,157183,49184.0,West Beyrouth
2840,145531,10307.0,Stigmata
2841,164181,11601.0,Stir of Echoes
2843,118843,1075.0,"Crna mačka, beli mačor"
2844,151582,21719.0,The Minus Man
2845,178988,40879.0,Whiteboyz
2846,97050,47951.0,Koneko monogatari
2847,31762,43832.0,Only Angels Have Wings
2848,45251,47697.0,Othello
2849,102741,49792.0,Queens Logic
2850,107895,77064.0,Public Access
2852,88146,26522.0,A Soldier's Story
2853,76150,23761.0,Alice Sweet Alice
2855,86014,42114.0,Nightmares
2856,59297,28295.0,I Saw What You Did
2857,63823,12105.0,Yellow Submarine
2858,169547,14.0,American Beauty
2859,88178,24128.0,Stop Making Sense
2860,181316,11001.0,Blue Streak
2861,126916,10390.0,For Love of the Game
2862,80491,9453.0,Caligola
2863,58182,704.0,A Hard Day's Night
2864,127296,35122.0,Splendor
2866,77280,24153.0,The Buddy Holly Story
2867,89175,11797.0,Fright Night
2868,97390,18086.0,Fright Night Part 2
2869,111342,124475.0,La séparation
2870,61385,17887.0,Barefoot in the Park
2871,68473,10669.0,Deliverance
2872,82348,11527.0,Excalibur
2874,50814,40867.0,The Pajama Game
2875,108185,1049.0,Sommersby
2876,111419,28032.0,Thumbelina
2877,73812,11326.0,Tommy
2878,82511,28377.0,Hell Night
2879,99558,10975.0,飛鷹計劃
2880,91431,10974.0,龍兄虎弟
2881,150377,10398.0,Double Jeopardy
2882,120716,2290.0,Jakob the Liar
2883,140397,24071.0,Mumford
2884,129884,62994.0,Dog Park
2885,160338,60994.0,Guinevere
2886,159421,16112.0,The Adventures of Elmo in Grouchland
2887,168172,32305.0,Simon Sez
2888,164114,14429.0,Drive Me Crazy
2889,134618,15198.0,"Mystery, Alaska"
2890,120188,6415.0,Three Kings
2891,162360,24066.0,"Happy, Texas"
2892,133122,21430.0,New Rose Hotel
2893,134033,10381.0,Plunkett & MacLeane
2894,194314,171982.0,Romance
2897,87188,5622.0,E la nave va
2898,106664,10349.0,The Dark Half
2899,31397,42518.0,Gulliver's Travels
2900,95652,29787.0,Monkey Shines
2901,79714,9638.0,Phantasm
2902,86154,10576.0,Psycho II
2903,91799,12662.0,Psycho III
2904,23369,61369.0,Rain
2905,56443,11712.0,椿三十郎
2906,156934,12618.0,Random Hearts
2907,167427,13824.0,Superstar
2908,171804,226.0,Boys Don't Cry
2912,165854,10388.0,The Limey
2913,165874,17198.0,The Mating Habits of the Earthbound Human
2915,86200,9346.0,Risky Business
2916,100802,861.0,Total Recall
2917,82089,14412.0,Body Heat
2918,91042,9377.0,Ferris Bueller's Day Off
2919,86617,11541.0,The Year of Living Dangerously
2920,37674,2457.0,Les Enfants du Paradis
2921,68699,11901.0,High Plains Drifter
2922,61747,4929.0,Hang 'em High
2923,76123,85325.0,Citizen's Band
2924,80179,11230.0,醉拳
2925,65571,8416.0,Il conformista
2926,95270,11054.0,Hairspray
2927,37558,851.0,Brief Encounter
2928,87980,24453.0,The Razor's Edge
2929,82979,18254.0,Reds
2930,176093,56235.0,Return with Honor
2932,77405,16642.0,Days of Heaven
2935,33804,3086.0,The Lady Eve
2936,34240,16305.0,Sullivan's Travels
2937,35169,32255.0,The Palm Beach Story
2938,91214,48797.0,Hombre mirando al sudeste
2939,46126,19997.0,Niagara
2940,38559,3767.0,Gilda
2941,52225,17352.0,South Pacific
2942,85549,535.0,Flashdance
2943,104507,2731.0,Indochine
2944,61578,1654.0,The Dirty Dozen
2945,87722,31043.0,Mike's Murder
2946,59260,14831.0,Help!
2947,58150,658.0,Goldfinger
2948,57076,657.0,From Russia with Love
2949,55928,646.0,Dr. No
2950,80453,5689.0,The Blue Lagoon
2951,58461,391.0,Per un pugno di dollari
2952,119256,8052.0,Hard Eight
2953,104431,772.0,Home Alone 2: Lost in New York
2956,94008,31650.0,Someone to Watch Over Me
2959,137523,550.0,Fight Club
2961,160916,12220.0,The Story of Us
2962,119114,1610.0,Fever Pitch
2964,192194,42881.0,Julien Donkey-Boy
2966,166896,404.0,The Straight Story
2967,48977,42196.0,The Bad Seed
2968,81633,36819.0,Time Bandits
2969,61138,42726.0,Un Homme et une femme
2970,83946,9343.0,Fitzcarraldo
2971,78754,16858.0,All That Jazz
2972,93206,42006.0,Hong gao liang
2973,97123,11562.0,Crimes and Misdemeanors
2974,200469,10496.0,Bats
2975,168501,16162.0,The Best Man
2976,163988,8649.0,Bringing Out the Dead
2977,142201,31306.0,Crazy in Alabama
2978,144640,10563.0,Three to Tango
2979,172627,14484.0,Body Shots
2981,72742,94857.0,Brother Can You Spare A Dime
2982,99710,32043.0,The Guardian
2983,59319,15247.0,The Ipcress File
2984,67527,29251.0,On Any Sunday
2985,93870,5548.0,RoboCop
2986,100502,5549.0,RoboCop 2
2987,96438,856.0,Who Framed Roger Rabbit
2988,81150,38772.0,Melvin and Howard
2989,82398,699.0,For Your Eyes Only
2990,97742,709.0,Licence to Kill
2991,70328,253.0,Live and Let Die
2992,91829,13511.0,Rawhead Rex
2993,59800,660.0,Thunderball
2995,185371,11377.0,House on Haunted Hill
2996,166943,26149.0,Music of the Heart
2997,120601,492.0,Being John Malkovich
2998,144178,108346.0,Dreaming of Joseph Lees
3000,119698,128.0,もののけ姫
3001,157075,46286.0,The Suburbans
3002,200849,8672.0,Mein liebster Feind
3003,170705,8056.0,Train de vie
3004,120596,2020.0,The Bachelor
3005,145681,9481.0,The Bone Collector
3006,140352,9008.0,The Insider
3007,181288,14242.0,American Movie
3008,156729,16129.0,Last Night
3010,200071,11489.0,Rosetta
3011,65088,28145.0,"They Shoot Horses, Don't They?"
3013,99180,18111.0,Bride of Re-Animator
3015,77355,11223.0,Coma
3016,83767,16281.0,Creepshow
3017,92796,16288.0,Creepshow 2
3018,89885,1694.0,Re-Animator
3019,97240,476.0,Drugstore Cowboy
3020,106856,37094.0,Falling Down
3021,82427,13555.0,The Funhouse
3022,17925,961.0,The General
3024,78087,24831.0,Piranha
3025,62218,64963.0,Rough Night in Jericho
3028,61407,25560.0,The Taming of the Shrew
3029,82817,21610.0,Nighthawks
3030,55630,11878.0,用心棒
3031,100475,11510.0,Repossessed
3032,67525,11234.0,The Omega Man
3033,94012,957.0,Spaceballs
3034,70608,11886.0,Robin Hood
3035,48380,37853.0,Mister Roberts
3036,82484,62204.0,La Guerre du feu
3037,65988,11040.0,Little Big Man
3038,50371,21849.0,A Face in the Crowd
3039,86465,1621.0,Trading Places
3040,79540,14035.0,Meatballs
3041,87700,40771.0,Meatballs Part II
3042,93516,40772.0,Meatballs III: Summer Job
3043,104837,40773.0,Meatballs 4
3044,101669,11498.0,Dead Again
3045,105130,11790.0,Peter's Friends
3046,113416,29371.0,The Incredibly True Adventure of Two Girls In Love
3047,83911,276635.0,Experience Preferred...But Not Essential
3048,83254,47941.0,Under the Rainbow
3051,149691,21349.0,Anywhere But Here
3052,120655,1832.0,Dogma
3053,151137,10047.0,Joan of Arc
3054,190641,10228.0,劇場版ポケットモンスター ミュウツーの逆襲
3055,165773,47692.0,Felicia's Journey
3057,118150,144953.0,Where's Marlowe?
3060,101605,11663.0,The Commitments
3061,34862,13485.0,Holiday Inn
3062,56197,9289.0,The Longest Day
3063,105156,9264.0,Poison Ivy
3064,119908,18222.0,Poison Ivy: The New Seduction
3066,66473,11165.0,Tora! Tora! Tora!
3067,95675,4203.0,Mujeres al borde de un ataque de nervios
3068,84855,24226.0,The Verdict
3069,68528,88875.0,The Effect of Gamma Rays on Man-in-the-Moon Marigolds
3070,86856,11379.0,The Adventures of Buckaroo Banzai Across the 8th Dimension
3071,94027,29154.0,Stand and Deliver
3072,93565,2039.0,Moonstruck
3074,68762,11943.0,Jeremiah Johnson
3075,59646,11481.0,Repulsion
3076,57187,2690.0,Irma la Douce
3077,164312,20565.0,42 Up
3078,165859,27141.0,Liberty Heights
3079,178737,10399.0,Mansfield Park
3081,162661,2668.0,Sleepy Hollow
3082,143145,36643.0,The World Is Not Enough
3083,185125,99.0,Todo sobre mi madre
3086,24852,25898.0,Babes in Toyland
3087,96061,9647.0,Scrooged
3088,42546,11787.0,Harvey
3089,40522,5156.0,Ladri di biciclette
3090,93509,24276.0,Matewan
3091,80979,11953.0,影武者
3093,67411,29005.0,McCabe & Mrs. Miller
3094,93512,26371.0,Maurice
3095,32551,596.0,The Grapes of Wrath
3096,50738,52470.0,My Man Godfrey
3097,33045,20334.0,The Shop Around the Corner
3098,87781,11393.0,The Natural
3099,73692,31121.0,Shampoo
3100,105265,293.0,A River Runs Through It
3101,93010,10998.0,Fatal Attraction
3102,89360,12235.0,Jagged Edge
3103,100680,36094.0,Stanley & Iris
3104,95631,9013.0,Midnight Run
3105,99077,11005.0,Awakenings
3106,99291,59820.0,Come See the Paradise
3107,101393,2924.0,Backdraft
3108,101889,177.0,The Fisher King
3109,88007,38557.0,The River
3110,87091,42087.0,Country
3111,87921,13681.0,Places in the Heart
3112,90556,34760.0,"'night, Mother"
3113,146675,9946.0,End of Days
3114,120363,863.0,Toy Story 2
3115,155711,31582.0,Flawless
3116,189744,125520.0,Miss Julie
3117,134154,22267.0,Ride with the Devil
3118,161023,55123.0,Tumbleweeds
3120,104114,10411.0,The Distinguished Gentleman
3121,45877,41462.0,The Hitch-Hiker
3122,33021,1718.0,Santa Fe Trail
3125,172396,20024.0,The End of the Affair
3127,144715,13787.0,Holy Smoke
3128,160513,54933.0,A Map of the World
3129,158371,9684.0,Sweet and Lowdown
3130,99165,9586.0,The Bonfire of the Vanities
3133,15863,33015.0,Go West
3134,28950,777.0,La Grande Illusion
3135,79239,21887.0,The Great Santini
3136,50558,5652.0,The James Dean Story
3138,96171,32331.0,Stealing Home
3140,14538,32628.0,Three Ages
3141,100828,32669.0,The Two Jakes
3142,96328,18161.0,U2: Rattle and Hum
3143,63056,31681.0,Hell in the Pacific
3144,60463,33666.0,The Glass Bottom Boat
3145,150216,32274.0,Cradle Will Rock
3146,205000,10402.0,Deuce Bigalow: Male Gigolo
3147,120689,497.0,The Green Mile
3148,124315,1715.0,The Cider House Rules
3150,141974,42739.0,The War Zone
3152,67328,25188.0,The Last Picture Show
3153,51337,15515.0,The 7th Voyage of Sinbad
3155,166485,1439.0,Anna and the King
3156,182789,2277.0,Bicentennial Man
3157,164912,10137.0,Stuart Little
3158,162866,10387.0,荊軻刺秦王
3159,120910,49948.0,Fantasia 2000
3160,175880,334.0,Magnolia
3161,119079,30237.0,Onegin
3163,151568,46435.0,Topsy-Turvy
3165,106455,22213.0,Boiling Point
3166,96978,47070.0,Brenda Starr
3167,66892,36492.0,Carnal Knowledge
3168,64276,624.0,Easy Rider
3169,87231,26578.0,The Falcon and the Snowman
3171,53226,43103.0,Room at the Top
3173,146838,9563.0,Any Given Sunday
3174,125664,1850.0,Man on the Moon
3175,177789,926.0,Galaxy Quest
3176,134119,1213.0,The Talented Mr. Ripley
3177,195945,10471.0,Next Friday
3178,174856,10400.0,The Hurricane
3179,145653,10397.0,Angela's Ashes
3180,196857,20761.0,Play It to the Bone
3181,120866,12524.0,Titus
3182,192335,28216.0,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr."
3183,174268,36773.0,The Third Miracle
3185,120834,10219.0,Snow Falling on Cedars
3186,172493,3558.0,"Girl, Interrupted"
3188,208261,41276.0,The Life and Times of Hank Greenberg
3189,156812,17908.0,My Dog Skip
3190,134983,10384.0,Supernova
3192,169302,48233.0,Theeviravaathi: The Terrorist
3194,70903,10236.0,The Way We Were
3196,46359,632.0,Stalag 17
3197,95897,11851.0,The Presidio
3198,70511,5924.0,Papillon
3199,50815,33734.0,Pal Joey
3200,70290,14886.0,The Last Detail
3201,65724,26617.0,Five Easy Pieces
3202,65436,11900.0,Auch Zwerge haben klein angefangen
3203,97162,10493.0,Dead Calm
3204,77269,16241.0,The Boys from Brazil
3205,54067,27632.0,La maschera del demonio
3206,86859,22160.0,Against All Odds
3207,45162,4460.0,The Snows of Kilimanjaro
3208,107659,9644.0,National Lampoon's Loaded Weapon 1
3210,83929,13342.0,Fast Times at Ridgemont High
3211,94924,35119.0,A Cry in the Dark
3213,106364,14919.0,Batman: Mask of the Phantasm
3214,88707,14040.0,American Flyers
3216,66380,17343.0,Vampyros Lesbos
3217,29606,22692.0,A Star Is Born
3218,102687,47620.0,Poison
3219,100318,2990.0,Pacific Heights
3221,83851,10831.0,The Draughtsman's Contract
3223,90366,33078.0,A Zed & Two Noughts
3224,58625,16672.0,砂の女
3225,186975,10472.0,Down to You
3232,16332,32600.0,Seven Chances
3235,81748,13005.0,Where the Buffalo Roam
3238,120662,18681.0,Eye of the Beholder
3239,141399,75531.0,Isn't She Great
3240,156639,20468.0,The Big Tease
3241,201840,14521.0,Phörpa
3243,104187,10406.0,Encino Man
3244,76095,14741.0,The Goodbye Girl
3245,58604,32015.0,Soy Cuba
3246,104797,1883.0,Malcolm X
3247,105417,2005.0,Sister Act
3248,108147,6279.0,Sister Act 2: Back in the Habit
3249,104389,11087.0,The Hand that Rocks the Cradle
3250,106246,7305.0,Alive
3251,88683,24735.0,Agnes of God
3252,105323,9475.0,Scent of a Woman
3253,105793,8872.0,Wayne's World
3254,108525,8873.0,Wayne's World 2
3255,104694,11287.0,A League of Their Own
3256,105112,9869.0,Patriot Games
3257,103855,619.0,The Bodyguard
3258,104070,9374.0,Death Becomes Her
3259,104231,11259.0,Far and Away
3260,104454,8293.0,Howards End
3261,105415,11068.0,Singles
3262,105665,1923.0,Twin Peaks: Fire Walk with Me
3263,105812,10158.0,White Men Can't Jump
3264,103893,10206.0,Buffy the Vampire Slayer
3265,104684,11782.0,辣手神探
3266,103905,10086.0,C'est arrivé près de chez vous
3267,104815,9367.0,El Mariachi
3268,105477,9876.0,Stop! Or My Mom Will Shoot
3269,104291,10326.0,Forever Young
3270,104040,16562.0,The Cutting Edge
3271,105046,9609.0,Of Mice and Men
3272,103759,12143.0,Bad Lieutenant
3273,134084,4234.0,Scream 3
3274,105414,9605.0,Single White Female
3275,144117,8374.0,The Boondock Saints
3276,171356,29076.0,Gun Shy
3281,144801,113096.0,The Brandon Teena Story
3282,116102,106837.0,Different for Girls
3284,67848,27841.0,They Might Be Giants
3285,163978,1907.0,The Beach
3286,184907,15489.0,Snow Day
3287,220099,15655.0,The Tigger Movie
3289,209189,36210.0,一個都不能少
3292,47878,22342.0,The Big Combo
3294,74455,30062.0,Eaten Alive
3296,62376,25934.0,"To Sir, with Love"
3298,181984,14181.0,Boiler Room
3299,162983,10385.0,Hanging Up
3300,134847,2787.0,Pitch Black
3301,190138,2069.0,The Whole Nine Yards
3302,159272,61416.0,Beautiful People
3303,221023,79515.0,Black Tar Heroin: The Dark End of the Street
3304,77248,14839.0,Blue Collar
3306,18773,28978.0,The Circus
3307,21749,901.0,City Lights
3308,87265,25010.0,The Flamingo Kid
3309,9018,36208.0,A Dog's Life
3310,12349,10098.0,The Kid
3313,84395,33374.0,Class Reunion
3314,44420,43368.0,The Big Trees
3316,184858,2155.0,Reindeer Games
3317,185014,11004.0,Wonder Boys
3318,158583,25212.0,Deterrence
3320,164756,139.0,Mifunes sidste sang
3324,186045,25166.0,Drowning Mona
3325,156841,1831.0,The Next Best Thing
3326,181151,10416.0,What Planet Are You From?
3327,218043,14271.0,Beyond the Mat
3328,165798,4816.0,Ghost Dog: The Way of the Samurai
3329,94347,19958.0,The Year My Voice Broke
3330,55471,28569.0,Splendor in the Grass
3331,85980,2193.0,My Tutor
3334,40506,11016.0,Key Largo
3338,97372,20423.0,For All Mankind
3339,74695,10839.0,Cross of Iron
3340,47898,36489.0,Bride of the Monster
3341,42276,24481.0,Born Yesterday
3342,86969,11296.0,Birdy
3343,92559,61651.0,And God Created Woman
3344,56875,28172.0,Blood Feast
3347,86005,14280.0,Never Cry Wolf
3349,39698,149687.0,The Perils of Pauline
3350,55353,29478.0,A Raisin in the Sun
3351,58694,28177.0,Two Thousand Maniacs!
3354,183523,2067.0,Mission to Mars
3355,142688,622.0,The Ninth Gate
3357,181530,28463.0,Est -Ouest
3358,101698,12186.0,Defending Your Life
3359,78902,20283.0,Breaking Away
3360,91217,5693.0,Hoosiers
3361,94812,287.0,Bull Durham
3362,72890,968.0,Dog Day Afternoon
3363,69704,838.0,American Graffiti
3364,42208,16958.0,The Asphalt Jungle
3365,49730,3114.0,The Searchers
3368,51411,12501.0,The Big Country
3370,94731,31618.0,Betrayed
3371,74235,42232.0,Bound for Glory
3377,35966,22178.0,Hangmen Also Die!
3379,53137,35412.0,On the Beach
3380,39748,43463.0,Railroaded!
3384,72251,8333.0,The Taking of Pelham One Two Three
3385,90274,19259.0,Volunteers
3386,102138,820.0,JFK
3387,98645,11718.0,Who's Harry Crumb?
3388,93148,8989.0,Harry and the Hendersons
3390,91934,58048.0,Shanghai Surprise
3391,94321,26827.0,Who's That Girl
3392,98309,11157.0,She-Devil
3393,92834,28370.0,Date With an Angel
3394,92666,918.0,Blind Date
3395,93596,61178.0,Nadine
3396,79588,11176.0,The Muppet Movie
3397,82474,14900.0,The Great Muppet Caper
3398,87755,11899.0,The Muppets Take Manhattan
3399,89994,36536.0,Sesame Street Presents Follow That Bird
3400,108526,18890.0,We're Back! A Dinosaur's Story
3401,88760,19736.0,Baby: Secret of the Lost Legend
3402,90219,123047.0,Turtle Diary
3404,46435,16535.0,Titanic
3405,51994,10971.0,A Night to Remember
3406,43379,23928.0,Captain Horatio Hornblower R.N.
3408,195685,462.0,Erin Brockovich
3409,195714,9532.0,Final Destination
3412,95800,2383.0,L'Ours
3414,48316,53879.0,Love Is a Many-Splendored Thing
3415,72443,1396.0,Зеркало
3417,44517,11570.0,The Crimson Pirate
3418,103074,1541.0,Thelma & Louise
3420,78718,17443.0,...And Justice for All
3421,77975,8469.0,Animal House
3422,91939,27995.0,She's Gotta Have It
3423,96054,36739.0,School Daze
3424,97216,925.0,Do the Right Thing
3425,100168,41823.0,Mo' Better Blues
3426,102175,1713.0,Jungle Fever
3427,62824,26170.0,Coogan's Bluff
3428,78950,30547.0,The Champ
3429,99317,54825.0,Creature Comforts
3430,71402,13939.0,Death Wish
3431,82250,14373.0,Death Wish 2
3432,89003,24873.0,Death Wish 3
3434,109578,34746.0,Death Wish 5: The Face of Death
3435,36775,996.0,Double Indemnity
3436,101787,9079.0,Dying Young
3437,101615,1496.0,Cool as Ice
3438,100758,1498.0,Teenage Mutant Ninja Turtles
3439,103060,1497.0,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
3440,108308,1499.0,Teenage Mutant Ninja Turtles III
3441,87985,1880.0,Red Dawn
3442,90693,33762.0,Band of the Hand
3444,92675,11690.0,Bloodsport
3445,77530,29143.0,Eyes of Laura Mars
3446,113133,35292.0,Funny Bones
3447,28944,36652.0,The Good Earth
3448,93105,801.0,"Good Morning, Vietnam"
3449,95238,104301.0,The Good Mother
3450,107050,11520.0,Grumpy Old Men
3451,61735,1879.0,Guess Who's Coming to Dinner
3452,165929,2085.0,Romeo Must Die
3453,195778,13539.0,Here On Earth
3454,202402,16222.0,Whatever It Takes
3456,191043,17078.0,رنگ خدا
3457,127349,37722.0,Waking the Dead
3459,91142,33516.0,Gothic
3460,61765,99008.0,Hillbillys in a Haunted House
3461,57261,9960.0,Lord of the Flies
3462,27977,3082.0,Modern Times
3463,110629,49338.0,National Lampoon's Last Resort
3465,92079,52961.0,That's Life!
3466,107091,12187.0,Heart and Souls
3467,57163,24748.0,Hud
3468,54997,990.0,The Hustler
3469,53946,1908.0,Inherit the Wind
3470,71411,9764.0,Дерсу Узала
3471,75860,840.0,Close Encounters of the Third Kind
3474,117468,26689.0,Retroactive
3475,43924,25673.0,A Place in the Sun
3476,99871,2291.0,Jacob's Ladder
3477,112950,13531.0,Empire Records
3478,93378,16620.0,La Bamba
3479,89457,526.0,Ladyhawke
3480,91445,13346.0,Lucas
3481,146882,243.0,High Fidelity
3483,138749,10501.0,The Road to El Dorado
3484,192614,11478.0,The Skulls
3487,61619,6644.0,El Dorado
3489,102057,879.0,Hook
3490,68713,32613.0,Horror Express
3491,91579,39406.0,My Chauffeur
3492,17416,85689.0,The Son of the Sheik
3494,65126,17529.0,True Grit
3495,105267,40841.0,Roadside Prophets
3496,95564,118098.0,Madame Sousatzka
3497,85919,1793.0,Max Dugan Returns
3498,77928,11327.0,Midnight Express
3499,100157,1700.0,Misery
3500,104928,54087.0,Mr. Saturday Night
3501,89643,34322.0,Murphy's Romance
3502,107630,41659.0,My Life
3503,69293,593.0,Солярис
3504,74958,10774.0,Network
3505,93640,10083.0,No Way Out
3506,79640,29786.0,North Dallas Forty
3507,63374,11356.0,The Odd Couple
3508,75029,10747.0,The Outlaw Josey Wales
3509,165643,38809.0,Black and White
3510,186151,10559.0,Frequency
3511,217756,20697.0,Ready to Rumble
3512,122459,2621.0,Return to Me
3513,160797,10479.0,Rules of Engagement
3515,183503,49721.0,Me Myself I
3516,51406,2006.0,"Bell, Book and Candle"
3518,119062,46625.0,The End of Violence
3519,77572,17339.0,Force 10 from Navarone
3520,59287,26879.0,How to Stuff a Wild Bikini
3521,97940,11305.0,Mystery Train
3522,67698,48211.0,Sacco e Vanzetti
3524,82031,13665.0,Arthur
3525,86927,12309.0,Bachelor Party
3526,98067,1552.0,Parenthood
3527,93773,106.0,Predator
3528,102713,10333.0,The Prince of Tides
3529,82934,11027.0,The Postman Always Rings Twice
3531,99014,123757.0,All the Vermeers in New York
3534,191754,10468.0,28 Days
3535,144084,1359.0,American Psycho
3536,171433,4967.0,Keeping the Faith
3537,149367,31776.0,Where the Money is
3538,166175,10557.0,East Is East
3539,236216,27745.0,The Filth and the Fury
3540,160644,19214.0,Passion of Mind
3543,83833,13776.0,Diner
3544,102898,26291.0,Shakes the Clown
3545,68327,10784.0,Cabaret
3546,56687,10242.0,What Ever Happened to Baby Jane?
3547,93776,27857.0,Prick Up Your Ears
3548,51383,16347.0,Auntie Mame
3549,48140,4825.0,Guys and Dolls
3550,85701,11654.0,The Hunger
3551,74860,10518.0,Marathon Man
3552,80487,11977.0,Caddyshack
3553,176783,18041.0,Gossip
3554,199725,14736.0,Love & Basketball
3555,141926,3536.0,U-571
3556,159097,1443.0,The Virgin Suicides
3557,104549,10424.0,Jennifer Eight
3559,44837,28971.0,Limelight
3560,77132,49096.0,Ai No Borei
3563,132910,9456.0,The Crow: Salvation
3564,158622,889.0,The Flintstones in Viva Rock Vegas
3565,198021,10564.0,Where the Heart Is
3566,189584,15723.0,The Big Kahuna
3567,180837,19600.0,Bossa Nova
3568,162348,125537.0,Smiling Fish & Goat On Fire
3569,154421,452.0,Idioterne
3571,220100,36234.0,Timecode
3572,106521,39283.0,Carnosaur
3573,112634,65460.0,Carnosaur 2
3574,115834,55667.0,Carnosaur 3: Primal Species
3575,156460,31978.0,Defying Gravity
3576,93185,12476.0,The Hidden
3577,96324,5241.0,Two Moon Junction
3578,172495,98.0,Gladiator
3579,167203,21311.0,I Dreamed of Africa
3580,153464,47724.0,Up at the Villa
3581,188674,11129.0,Human Traffic
3584,85276,1058.0,Breathless
3587,80923,16395.0,Inferno
3588,68805,50627.0,The King of Marvin Gardens
3590,71772,38925.0,The Lords of Flatbush
3591,85970,13105.0,Mr. Mom
3593,185183,5491.0,Battlefield Earth
3594,210616,10560.0,Center Stage
3596,156323,19419.0,Screwed
3598,171359,10688.0,Hamlet
3599,37514,17889.0,Anchors Aweigh
3600,54692,18228.0,Blue Hawaii
3602,53848,18642.0,G.I. Blues
3604,56048,39391.0,Gypsy
3605,51818,18644.0,King Creole
3606,41716,31516.0,On the Town
3608,89791,5683.0,Pee-wee's Big Adventure
3609,181786,113279.0,Regret to Inform
3611,36326,14906.0,Saludos Amigos
3612,75232,16176.0,The Slipper and the Rose
3613,96259,52770.0,Things Change
3614,104438,12518.0,Honeymoon in Vegas
3615,130623,10567.0,Dinosaur
3616,217630,10642.0,Loser
3617,215129,9285.0,Road Trip
3618,196216,10569.0,Small Time Crooks
3619,80881,21879.0,The Hollywood Knights
3620,119746,98502.0,The Myth Of Fingerprints
3621,82933,21484.0,Possession
3622,66495,24918.0,The Twelve Chairs
3623,120755,955.0,Mission: Impossible II
